ID,Nom,LieuDit,Bassin,DateDebut,DateFin,Type,Altitude,Latitude,Longitude
21561003,SAINT-MARTIN-DU-MONT (ST-MARTIN-DU-M),SILO-DE-FROMENTEAU,U121,1992-09-01 00:00:00,,1,578,47.4005,4.781166666666667
21564001,SAINT-NICOLAS-LES-CITEAUX (ST NIC. CITEAUX),FERME DE LA BORDE,U141,1947-01-01 00:00:00,,2,203,47.122166666666665,5.072166666666667
21567001,SAINT-PRIX-LES-ARNAY (ARNAY_SAPC),LA RAQUETTE,K120,1996-05-01 00:00:00,,2,396,47.124833333333335,4.498666666666667
21584001,SAULIEU,COLLONCHEVRES,F324,1850-01-01 00:00:00,,1,586,47.26416666666667,4.215
21590001,SAVIGNY-LES-BEAUNE (SAVIGNY LES BEA),ROUTE DE BEAUNE,U303,1940-01-01 00:00:00,2023-01-04 00:00:00,2,246,47.056333333333335,4.836666666666667
21603001,SEMUR-EN-AUXOIS (SEMUR EN AUXOIS_SAPC),AERODROME,F330,1978-03-01 00:00:00,,2,314,47.482,4.34
21633002,THOREY-SOUS-CHARNY (THOREY SOUS CHARNY_SAPC),Station de pompage,NR,2016-10-12 00:00:00,,2,421,47.31916666666667,4.4395
21638002,TIL-CHATEL (TIL-CHATEL_SAPC),Aérodrome,U110,1993-11-01 00:00:00,,2,283,47.54483333333334,5.2075
22001002,ALLINEUC (ALLINEUC-SPC),SPC-223-ALLINEUC(Barrage de Bosméléac),J800,2006-09-01 00:00:00,,5,185,48.3,-2.901666666666667
22005003,BELLE-ISLE-EN-TERRE,LE DOSSEN,NR,2016-07-26 00:00:00,,1,158,48.55,-3.3875
22016001,ILE-DE-BREHAT,SEMAPHORE,NR,1850-01-01 00:00:00,,2,25,48.85516666666667,-3.0045
22032002,CAULNES (CAULNES-EDF),EDF-232-LYCEE AGRICOLE,J061,1997-01-01 00:00:00,,3,75,48.29833333333333,-2.1421666666666668
22033001,CAUREL (CAUREL-EDF),EDF-232-BEAURIVAGE,J541,1999-07-01 00:00:00,,3,150,48.20766666666667,-3.051333333333333
22046003,LE MENE (COLLINEE-EDF),EDF-232-L'ENSEIGNE,J110,1997-01-01 00:00:00,,3,201,48.29483333333334,-2.4993333333333334
22092001,KERPERT,COLDEVENNEC,J170,1987-04-01 00:00:00,,1,281,48.404,-3.147666666666667
22108001,LANLEFF,Hent Pont Kariou,J181,1987-05-01 00:00:00,,2,78,48.69116666666667,-3.0405
22113006,LANNION (LANNION_AERO),AEROPORT,J211,1993-11-01 00:00:00,,0,85,48.75533333333333,-3.4686666666666666
22114003,LANRELAS (LANRELAS-EDF),EDF-232-Centre Technique,J060,1997-01-01 00:00:00,,3,112,48.24883333333333,-2.2915
22116003,LANRODEC,SENVEN,J171,1996-01-01 00:00:00,2020-12-31 00:00:00,4,221,48.49016666666667,-3.0465
22122002,LAURENAN (LAURENAN-SPC),SPC-222-La Lande aux chiens,NR,2011-10-01 00:00:00,2019-06-30 00:00:00,5,139,48.187666666666665,-2.524833333333333
22135001,LOUARGAT,KERPAUL,J223,1987-03-01 00:00:00,2016-11-14 00:00:00,1,148,48.55166666666667,-3.3768333333333334
22138003,MAEL-PESTIVIEN (MAEL-PESTIVIEN-EDF),EDF-232-ROC'H-VREIGN,J520,1989-01-01 00:00:00,,3,257,48.41866666666667,-3.303166666666667
22147006,MERDRIGNAC,rue de l'Hermitage,J834,1998-10-01 00:00:00,,2,145,48.188,-2.4205
22168001,PERROS-GUIREC (PLOUMANAC'H),SEMAPHORE DE PLOUMANAC'H,J211,1947-08-01 00:00:00,,0,55,48.825833333333335,-3.4731666666666667
22179002,FREHEL,CAP FREHEL-SEMAPHORE,J121,1921-01-01 00:00:00,1946-12-31 00:00:00,4,65,48.62833333333333,-2.361666666666667
22189002,PLESIDY,LE BOURG,J171,1996-01-01 00:00:00,2017-12-31 00:00:00,4,203,48.44566666666667,-3.126
22193001,PLESTAN,TROMPE-SOURIS,J130,1990-01-01 00:00:00,2020-12-31 00:00:00,4,92,48.41716666666667,-2.382
22219003,PLOUGUENAST-LANGAST (PLOUGUENAST),LA HUTTE CHARLES,J811,1987-03-01 00:00:00,,1,235,48.26583333333333,-2.748333333333333
22243001,PLUSQUELLEC,GUERMOAL,J370,1973-01-01 00:00:00,,2,214,48.40416666666667,-3.522333333333333
22247002,LA ROCHE-JAUDY (POMMERIT-JAUDY),LE CHEF DU BOIS,J202,1985-07-01 00:00:00,,1,55,48.742,-3.251
22249003,PONT-MELVEZ,QUILLIAC,J172,1996-01-01 00:00:00,2017-08-31 00:00:00,4,215,48.491,-3.258
22261002,QUINTENIC,LA VALLEE,J120,1984-03-01 00:00:00,,1,71,48.51916666666666,-2.42
22266001,ROSTRENEN,KERINGANT,J530,1954-07-01 00:00:00,,1,236,48.22666666666667,-3.295333333333333
22278005,SAINT-BRIEUC (SAINT BRIEUC),LE JOINT FRANCAIS,J152,1997-02-01 00:00:00,2012-12-31 00:00:00,3,84,48.506166666666665,-2.7356666666666665
22282001,SAINT-CAST-LE-GUILDO (SAINT-CAST-LE-G),SEMAPHORE,J120,1945-01-01 00:00:00,,1,35,48.6445,-2.247
22294003,SAINT-GILLES-PLIGEAUX (ST-GILLES-PLIGEAUX-EDF),EDF-232-LE BOURG,J170,1996-01-01 00:00:00,,3,266,48.38433333333333,-3.091333333333333
22305001,SAINT-JOUAN-DE-L'ISLE (SAINT-JOUAN-DE-L'ISLE-SPC),SPC-222-ST-JOUAN-DE-L'ISLE,NR,2017-01-15 00:00:00,2019-07-31 00:00:00,5,60,48.254,-2.168
22344001,TREBRIVAN (TREBRIVAN-SPC),SPC-222-TREBRIVAN(Le Nezert),J371,2004-08-01 00:00:00,,5,179,48.32083333333333,-3.51
22369001,TREMEUR,ZONE ARTISANALE,J111,1985-12-01 00:00:00,2007-12-31 00:00:00,2,69,48.34816666666666,-2.2878333333333334
22372001,PORDIC (ST BRIEUC),AEROPORT,J161,1985-11-01 00:00:00,,0,135,48.5365,-2.853166666666666
23001001,AHUN (AHUN LYCEE),LYCEE AGRICOLE,L411,1828-01-01 00:00:00,2019-01-08 00:00:00,2,460,46.09333333333333,2.0298333333333334
23008004,AUBUSSON (AUBUSSON_SAPC),Le pont de Laqueuille,L410,1991-01-01 00:00:00,,2,486,45.95783333333333,2.1878333333333333
23008005,AUBUSSON (AUBUSSON LYCEE),LYCEE PROFESSIONNEL,L410,1997-07-01 00:00:00,2006-11-30 00:00:00,2,440,45.952333333333335,2.1733333333333333
23013001,AUZANCES (AUZANCES_SAPC),D988 Rougnat,K501,1947-01-01 00:00:00,,2,564,46.0215,2.489333333333333
23021001,BENEVENT-L'ABBAYE (BENEVENT_SAPC),Parking Rue Pélisson Fontanier,L503,1860-01-01 00:00:00,,2,460,46.121,1.6285
23025001,BONNAT,1 bis Route de Guéret,L440,1955-03-29 00:00:00,,2,382,46.315333333333335,1.9163333333333328
23030004,BOURGANEUF,LES VIGNES,L023,1994-07-01 00:00:00,,1,513,45.94233333333333,1.725833333333333
23031002,BOUSSAC (BOUSSAC_SAPC),ALLEE DES ERABLES,L430,1994-10-01 00:00:00,,2,380,46.34333333333333,2.228333333333333
23045001,CHAMBON-SUR-VOUEIZE (CHAMBON VOUEIZE),GENDARMERIE,K518,1951-03-01 00:00:00,2012-12-31 00:00:00,2,329,46.18683333333333,2.4246666666666665
23045003,CHAMBON-SUR-VOUEIZE (CHAMBON-SUR-VOUEIZE-SPC),SPC-222-Chambon-sur-Voueize,K518,2004-08-01 00:00:00,,5,339,46.18633333333333,2.4338333333333333
23046001,CHAMBONCHARD,LE PONT,K509,1921-01-01 00:00:00,,2,320,46.176,2.553
23067001,LA COURTINE,Rue du Huit Mai 1945,P072,1919-01-01 00:00:00,,1,772,45.702666666666666,2.2636666666666665
23069002,CROCQ,LES GRANGES BANELLES,K510,1950-12-01 00:00:00,,2,710,45.86716666666667,2.3621666666666665
23075001,DUN-LE-PALESTEL (DUN LE PALESTEL),La QUENIERE,L452,1860-01-01 00:00:00,,2,365,46.31783333333333,1.6668333333333334
23079002,FELLETIN,Route de Beaumont,L403,1995-07-01 00:00:00,,1,635,45.88016666666667,2.186
23089001,GENOUILLAC,STADE DE LA PORTE,L440,1955-04-01 00:00:00,,1,306,46.35233333333333,1.985
23090003,GENTIOUX-PIGEROLLES (GENTIOUX),,L011,1880-01-01 00:00:00,,2,794,45.785,1.9973333333333327
23096001,GUERET (GUERET BONGEOT),CAS. BONGEOT GENDARMERIE,L420,1975-07-18 00:00:00,2018-01-01 00:00:00,2,402,46.1805,1.8793333333333333
23096007,GUERET (GUERET-GRANCHER),GRANCHER C.D.M,L420,1987-10-01 00:00:00,2012-04-01 00:00:00,2,546,46.16066666666666,1.8671666666666664
23096008,GUERET (GUERET COURTIL),LAC DE COURTILLE,L421,1994-07-01 00:00:00,2012-07-01 00:00:00,2,464,46.1665,1.8545
23113001,LUPERSAT (LUPERSAT_SAPC),BENEVENT,K512,2004-01-01 00:00:00,,2,610,45.9865,2.3931666666666667
23148001,NOUZIERS (NOUZIERS-SPC),SPC-223-NOUZIERS,NR,2021-12-31 00:00:00,,5,449,46.43266666666667,1.9483333333333333
23155001,PONTARION (PONTARION_SAPC),GENDARMERIE,L023,1860-01-01 00:00:00,,2,455,45.995666666666665,1.852833333333333
23169001,LA SAUNIERE,LA BOUTIQUE,L420,2003-11-01 00:00:00,2013-01-07 00:00:00,1,446,46.13183333333333,1.938
23176001,LA SOUTERRAINE,Les Ribières,L560,1880-05-01 00:00:00,,1,370,46.2425,1.4518333333333333
23206002,SAINT-LAURENT (GUERET-ST LAURENT),Aérodrome,NR,2011-05-09 00:00:00,,0,365,46.1755,1.9503333333333333
23209001,SAINT-LOUP (SAINT-LOUP_SAPC),Beauregard,NR,2013-10-01 00:00:00,,2,440,46.14066666666667,2.2645
24026001,BASSILLAC ET AUBEROCHE (BASSILLAC),AEROPORT,P640,1969-04-01 00:00:00,2006-06-01 00:00:00,4,95,45.195,0.8166666666666667
24035003,SAINT-PARDOUX-ET-VIELVIC (BELVES),Camp de César,P254,1988-04-01 00:00:00,,1,238,44.78266666666666,0.956
24037001,BERGERAC (BERGERAC TABAC),INSTITUT DES TABACS,P514,1903-01-01 00:00:00,2012-06-19 00:00:00,2,33,44.85,0.5233333333333333
24037005,BERGERAC,ROUMANIERE,P514,1988-03-01 00:00:00,,0,49,44.822833333333335,0.5241666666666667
24037011,BERGERAC (BERGERAC-SPC),SPC-222-Bergerac,P514,2004-08-01 00:00:00,2020-09-29 00:00:00,5,28,44.84883333333333,0.4835
24050001,BORREZE (BORREZE SA),LE BOUTEILLER,P231,1988-04-01 00:00:00,2004-12-31 00:00:00,2,335,44.96833333333333,1.4166666666666667
24064001,BRANTOME EN PERIGORD (BRANTOME),,P710,1965-08-01 00:00:00,,2,129,45.35683333333333,0.6458333333333334
24064004,BRANTOME EN PERIGORD (BRANTOME-SPC),SPC-222-Brantome,P710,2004-08-01 00:00:00,,5,108,45.3625,0.6488333333333334
24091002,CENAC-ET-SAINT-JULIEN (CENAC-ET-ST-JULIEN-SPC),SPC-222-CÃ©nac-et-st-Julien,P238,2004-08-01 00:00:00,,5,77,44.805,1.2045
24098001,CHAMPCEVINEL (CHAMPCEVINEL-SPC),SPC-223-CHAMPCEVINEL,NR,1968-01-01 00:00:00,2016-03-31 00:00:00,5,182,45.2025,0.735
24120001,CHERVEIX-CUBAS (CHERVEIX CUBAS-SPC),SPC-222-Cherveix-Cubas,P634,1987-01-01 00:00:00,,5,148,45.297666666666665,1.1275
24134001,CORGNAC-SUR-L'ISLE (CORGNAC-SUR-L'ISLE-SPC),SPC-222-Corgnac-sur-l'isle,P608,1987-01-01 00:00:00,,5,141,45.37566666666667,0.9491666666666668
24138002,COULOUNIEIX-CHAMIERS (COULOUNIEIX SA),LYCEE AGRICOLE,P644,1987-07-01 00:00:00,2004-11-23 00:00:00,2,172,45.17633333333333,0.7003333333333334
24138004,COULOUNIEIX-CHAMIERS (COULOUNIEIX),Plancheix,P646,2004-10-01 00:00:00,,1,217,45.1595,0.6766666666666666
24152001,DOMME,Le Pradal,P238,1969-12-01 00:00:00,,2,165,44.79833333333333,1.219666666666667
24158001,DUSSAC,LE BUGEAUD,P606,1988-03-01 00:00:00,2006-05-22 00:00:00,2,335,45.41133333333333,1.0711666666666666
24161001,EGLISE-NEUVE-D'ISSAC (EGLISE-NEUVE-D'ISSAC-SPC),SPC-223-Eglise-Neuve-D'Issac,NR,1992-01-01 00:00:00,,5,161,44.97166666666666,0.4133333333333333
24164003,EXCIDEUIL (EXCIDEUIL-SPC),SPC-222-Excideuil,P613,2004-08-01 00:00:00,2020-09-29 00:00:00,5,159,45.336666666666666,1.0616666666666668
24172001,LES EYZIES (LES EYZIES DE TAYAC),La Cour,P424,1967-11-01 00:00:00,,2,112,44.95466666666667,1.021
24218003,JUMILHAC-LE-GRAND (JUMILHAC-SPC),SPC-223-JUMILHAC,NR,2013-01-01 00:00:00,,5,224,45.50416666666667,1.0623333333333334
24226001,LAMOTHE-MONTRAVEL (LAMOTHE MONTRAV),1 Imp du Port,P557,1958-01-01 00:00:00,,2,9,44.83733333333333,0.0411666666666666
24280001,MONPAZIER,Chemin des ânes,O920,1965-08-01 00:00:00,,2,199,44.684,0.8916666666666667
24291001,MONTIGNAC-LASCAUX (MONTIGNAC),,P416,1956-04-01 00:00:00,,2,77,45.052166666666665,1.147333333333333
24291004,MONTIGNAC-LASCAUX (MONTIGNAC-SPC),SPC-222-Montignac,P416,2004-08-01 00:00:00,,5,99,45.065333333333335,1.161166666666667
24294002,MONTPON-MENESTEROL (MONTPON),HOPITAL DE VAUCLAIRE,P660,1979-01-01 00:00:00,2006-05-02 00:00:00,2,79,45.03833333333333,0.1766666666666666
24299003,SAINT-FRONT-DE-PRADOUX (MUSSIDAN-SPC),SPC-222-Mussidan,P652,2004-08-01 00:00:00,2020-09-29 00:00:00,5,56,45.03833333333333,0.3708333333333333
24322007,PERIGUEUX (PERIGUEUX-SPC),SPC-222-PÃ©rigueux,P644,2004-08-01 00:00:00,,5,101,45.185,0.7013333333333334
24352005,VILLETOUREIX (RIBERAC-SPC),SPC-222-Riberac,P716,2005-01-01 00:00:00,,5,75,45.25666666666667,0.3425
24425001,SAINT-JEAN-DE-COLE (SAINT-JEAN-DE-COLE-1-SPC),SPC-222-St-Jean-de-Cole,P707,1987-06-01 00:00:00,,5,150,45.42166666666667,0.836
24452001,SAINT-MARTIAL-VIVEYROL (ST MARTIAL VIVEYROLS),LAFIAS,P726,1987-07-01 00:00:00,,1,166,45.35783333333333,0.3193333333333333
24453001,SAINT-MARTIN-DE-FRESSENGEAS (ST MARTIN  DE FRESSENGEAS),Les Merles,P706,2006-02-24 00:00:00,,1,277,45.4755,0.8483333333333334
24479002,SAINT-PARDOUX-LA-RIVIERE (SAINT-PARDOUX-LA-RIVIERE-SPC),SPC-222-St-Pardoux-la-RiviÃ¨re,P702,2004-08-01 00:00:00,2020-09-29 00:00:00,5,144,45.4925,0.7483333333333333
24498003,SAINT-SAUD-LACOUSSIERE (ST SAUD),LAUMONT,P701,1987-10-01 00:00:00,1991-12-31 00:00:00,2,335,45.5645,0.8326666666666667
24516002,SALIGNAC-EYVIGUES,Eyvigues,P231,2004-09-01 00:00:00,,1,276,44.93666666666667,1.3646666666666667
24519002,SARLANDE (SARLANDE-SPC),SPC-223-SARLANDE,NR,2013-01-01 00:00:00,,5,267,45.43266666666667,1.1238333333333332
24520005,SARLAT-LA-CANEDA (SARLAT),HOPITAL,P238,1995-12-01 00:00:00,2014-01-06 00:00:00,2,203,44.89866666666666,1.2255
24547002,TERRASSON-LAVILLEDIEU,SERVICES TECHNIQUES,P404,1960-01-01 00:00:00,,2,90,45.1355,1.2925
24550003,THENON,Le Grand Bonnel,P421,2006-02-23 00:00:00,,1,265,45.11266666666667,1.0385
25021001,ARC-ET-SENANS,14 rue de la Levée,U263,1900-01-01 00:00:00,,2,235,47.0315,5.782
25047001,BAUME-LES-DAMES,Station pompage,U250,1943-01-01 00:00:00,,2,267,47.347166666666666,6.350333333333333
25056001,BESANCON,OBSERVATOIRE DE LA BOULOIE,U251,1884-12-01 00:00:00,,0,307,47.249,5.988833333333333
25075001,BONNEVAUX,AU MOULIN,U203,1983-01-01 00:00:00,2002-01-31 00:00:00,2,840,46.81166666666667,6.185
25087002,BRANNE (BRANNE_SAPC),,U241,2008-01-15 00:00:00,,2,287,47.378,6.472166666666666
25127001,CHARQUEMONT,30 rue les Cités,U221,1943-12-01 00:00:00,,2,884,47.218833333333336,6.815
25195001,DANNEMARIE-SUR-CRETE (DANNEMARIE-SUR-),LYCEE AGRICOLE,U252,1983-11-01 00:00:00,2021-12-31 00:00:00,4,267,47.20133333333333,5.872833333333333
25219002,EPENOY,CHATEAU D'EAU,U242,1992-12-01 00:00:00,,1,752,47.12716666666667,6.366333333333333
25222001,ETALANS (ETALANS_SAPC),Charbonnières-les-Sapins,NR,2020-02-20 00:00:00,,2,540,47.1525,6.210166666666667
25223002,ETERNOZ (COULANS),,U261,2006-12-01 00:00:00,,1,468,47.02333333333333,6.0205
25254001,LES FOURGS,la haute joux,U202,1956-07-01 00:00:00,,2,1140,46.834,6.4365
25285001,GRAND'COMBE-CHATELEU (GRAND'COMBE-CHATELEU_SAPC),Les Cleuselots,NR,2015-10-01 00:00:00,,2,769,47.01916666666666,6.567166666666667
25315002,L'ISLE-SUR-LE-DOUBS (ISLE - SA),BG,U241,1992-01-01 00:00:00,2006-05-15 00:00:00,2,320,47.44166666666667,6.581666666666667
25320001,LABERGEMENT-SAINTE-MARIE (LABERGEMENT),11 RUE CRET,U201,1943-01-01 00:00:00,,2,863,46.77966666666666,6.2795
25334001,LEVIER (LEVIER_SAPC),Station d'Epuration,U261,1880-09-01 00:00:00,,2,713,46.949333333333335,6.1241666666666665
25348002,LONGEVILLES-MONT-D'OR (LONGEVILLES),BG,U200,1992-11-01 00:00:00,2015-03-31 00:00:00,2,1193,46.74366666666667,6.3415
25356003,MAICHE,STADE,U221,1992-12-01 00:00:00,,1,825,47.243,6.791
25372001,MEDIERE,,U241,2008-01-01 00:00:00,,2,302,47.456,6.601333333333334
25380001,METABIEF (MOROND),MOROND,U204,1993-09-01 00:00:00,2005-09-03 00:00:00,2,1423,46.751666666666665,6.355
25386001,MONTANCY,DOUANES,U233,1996-12-01 00:00:00,2001-06-30 00:00:00,2,840,47.36833333333333,7.03
25388002,MONTBELIARD,PIED-D'EGOUTTES,U234,1988-01-01 00:00:00,2015-07-01 00:00:00,2,318,47.50366666666667,6.8133333333333335
25411005,MORTEAU (MORTEAU SA),BG,U210,1990-07-01 00:00:00,2016-06-06 00:00:00,2,760,47.062333333333335,6.612166666666667
25413001,MOUTHE,La Source,U200,1880-06-01 00:00:00,,2,940,46.707,6.2095
25413002,MOUTHE (SOURCE DU DOUBS),LA SOURCE,U200,1997-08-01 00:00:00,2018-10-15 00:00:00,2,940,46.707,6.2095
25434002,ORNANS,BG,U260,1994-04-01 00:00:00,1999-12-31 00:00:00,3,350,47.10666666666667,6.148333333333333
25453001,PIERREFONTAINE-LES-VARANS (PIERREFONTAINE),La Caubonnote,U221,1947-07-01 00:00:00,,2,695,47.21666666666667,6.528833333333333
25462001,DOMMARTIN (PONTARLIER),Dommartin,U202,1874-11-01 00:00:00,,1,808,46.927,6.32
25462005,PONTARLIER (PONTARLIER - JOUX),FORT DE JOUX,U202,1845-01-01 00:00:00,1878-12-31 00:00:00,4,972,46.905,6.3533333333333335
25494001,ROCHEJEAN (LA BOISSAUDE ROCHEJEAN),LA BOISSAUDE,U200,2006-06-26 00:00:00,,1,1222,46.729,6.3228333333333335
25512001,LE RUSSEY,RUE CLAIR SOLEIL,U211,1963-06-01 00:00:00,,2,891,47.16216666666666,6.7375
25529002,SANCEY (SANCEY-LE-GRAND),BOURG,U241,2004-09-01 00:00:00,,1,490,47.3015,6.581666666666667
25621001,VILLENEUVE-D'AMONT,RUE  DE LA VIERGE,U261,1858-01-01 00:00:00,,2,663,46.9385,6.021333333333334
25635001,VYT-LES-BELVOIR (LOMONT),FERME DU LOMONT,U222,1996-12-01 00:00:00,2015-04-01 00:00:00,2,820,47.35866666666666,6.625666666666667
26002002,ALBON,LE CREUX DE LA TINE,V344,1997-11-01 00:00:00,2002-10-31 00:00:00,3,150,45.27,4.816666666666666
26002003,ALBON,AERODROME,V345,2001-07-01 00:00:00,,1,153,45.25233333333333,4.822333333333333
26035001,BEAUFORT-SUR-GERVANNE (BEAUFORT-S-GERV),Chemin du Colombier,V427,1947-01-01 00:00:00,,2,379,44.778,5.139
26047001,BELLEGARDE-EN-DIOIS (BELLEGARDE-EN-D),MONTLAHUC,V531,1961-01-01 00:00:00,,2,1017,44.53516666666667,5.4543333333333335
26050001,BESIGNAN,MARCELIN,V532,1990-05-01 00:00:00,,1,556,44.3205,5.317
26056001,BOURDEAUX,Chemin du PLAN LARA,V440,1961-01-01 00:00:00,,2,432,44.58016666666666,5.142833333333333
26059400,BOUVANTE (FONT D'URLE),CHAUD CLAPIER,NR,2002-11-01 00:00:00,2016-04-30 00:00:00,4,1425,44.90716666666667,5.334333333333333
26063002,BUIS-LES-BARONNIES (BUIS -BARONNIES),HOPITAL,V602,1989-01-01 00:00:00,2021-04-01 00:00:00,3,390,44.27783333333333,5.270666666666667
26063003,BUIS-LES-BARONNIES (BUIS-LES-BARONNIES-SPC),SPC-222-Buis-Les-Baronnies,V602,2007-08-01 00:00:00,,5,367,44.253166666666665,5.255833333333333
26064001,CHABEUIL (VALENCE-CHABEUI),AERODROME,V403,1973-01-01 00:00:00,,1,163,44.91483333333333,4.9718333333333335
26074001,LA CHAPELLE-EN-VERCORS (CHAPELLE-EN-VERCORS_SAPC),LES-FINETS,W333,1994-04-01 00:00:00,,2,879,44.9615,5.422166666666667
26086003,CHATILLON-EN-DIOIS (CHATILLON-EN-DI),EQUIPEMENT,V422,1921-01-01 00:00:00,2003-04-30 00:00:00,3,570,44.693333333333335,5.4816666666666665
26100001,COMBOVIN,PLATEAU-MARQUET,V428,1991-07-01 00:00:00,2021-10-22 00:00:00,2,820,44.8345,5.09
26113003,DIE,CHAMARGES,V423,1990-01-01 00:00:00,,2,384,44.76766666666666,5.3435
26115001,DIVAJEU,MAISON-FAMILIALE,V428,1987-01-01 00:00:00,2020-01-01 00:00:00,2,175,44.72683333333333,4.990333333333333
26116002,DONZERE,Chemin de Moulinas,V456,1992-03-01 00:00:00,,2,66,44.42916666666667,4.725333333333333
26124001,ETOILE-SUR-RHONE (ETOILE),FERME-EXPERIMENTALE,V404,1987-01-01 00:00:00,,1,145,44.819,4.8895
26142001,GLANDAGE (GLANDAGE_SAPC),LA-VIERE,V422,1967-10-01 00:00:00,,2,1007,44.67466666666667,5.615166666666667
26165001,LIVRON-SUR-DROME (LIVRON),LA-GRIVELETTE,V417,1961-01-01 00:00:00,2021-04-01 00:00:00,3,98,44.79416666666667,4.830666666666667
26167001,LUC-EN-DIOIS,EQUIPEMENT,V421,1890-01-01 00:00:00,2017-10-25 00:00:00,3,537,44.617333333333335,5.451
26168001,LUS-LA-CROIX-HAUTE (LUS L CROIX HTE),ROUTE DU MAS BOURGET,X100,1946-02-01 00:00:00,,1,1059,44.67283333333334,5.710833333333333
26176001,MARSANNE,Le Village,V443,1957-03-01 00:00:00,2021-04-01 00:00:00,3,280,44.64333333333333,4.871666666666667
26177001,MARSAZ,LES-PIERRELLES,W353,1971-01-01 00:00:00,2021-04-01 00:00:00,3,213,45.113166666666665,4.938666666666666
26179001,MERCUROL-VEAUNES (MERCUROL),LA-NEGOCIALE,V375,1993-07-01 00:00:00,,2,153,45.0585,4.8835
26182001,MIRABEL-AUX-BARONNIES (MIRABEL-AUX-BAR),LES-ARCHES,V534,1980-10-01 00:00:00,,2,238,44.32866666666666,5.100833333333333
26188001,MOLLANS-SUR-OUVEZE (MOLLANS-S-OUVEZ),LA-TUILLIERE,V602,1973-12-01 00:00:00,2021-04-01 00:00:00,3,280,44.23416666666667,5.183166666666667
26189001,RIOMS (MONTAUBAN-S-OUV),Les Chaux,V600,1931-05-01 00:00:00,,2,689,44.276,5.4783333333333335
26191001,MONTBOUCHER-SUR-JABRON (MONTBOUCHER-S-J),LA-VESC,V445,1981-01-01 00:00:00,2021-07-01 00:00:00,3,136,44.545,4.824166666666667
26198001,MONTELIMAR,AERODROME,V434,1920-06-23 00:00:00,,0,73,44.58116666666667,4.733
26202001,MONTJOUX,LE-SERRE-DE-TURC,V445,1962-04-01 00:00:00,2017-02-24 00:00:00,3,491,44.5095,5.097166666666666
26211001,MONTSEGUR-SUR-LAUZON (MONTSEGUR-S-LAU),84 RTE-DE-CHAMARET,V510,1950-05-01 00:00:00,2025-04-02 00:00:00,2,146,44.3615,4.860833333333333
26220009,NYONS (NYONS - CSP),CSP-POMPIERS,V533,1989-09-01 00:00:00,2004-06-01 00:00:00,3,270,44.35666666666667,5.121666666666667
26220010,NYONS (NYONS P182),ROUTE DE CHAUSAN-PARCELLE 182,V534,2004-03-01 00:00:00,2021-04-01 00:00:00,2,316,44.35916666666667,5.1155
26235003,PIERRELATTE (PIERRELATTE AGGLOMERATION),AGGLOMERATION,V457,1895-09-01 00:00:00,1931-12-31 00:00:00,4,57,44.376666666666665,4.695
26258001,PUY-SAINT-MARTIN (PUY-ST-MARTIN),QUARTIER CHACUZE,V443,1968-12-01 00:00:00,,2,211,44.61816666666667,4.976833333333333
26258003,PUY-SAINT-MARTIN (PUY-ST-MARTIN_DOUBLE),Quartier Chacuze,NR,2019-06-04 00:00:00,2020-12-31 00:00:00,2,211,44.61816666666667,4.977833333333334
26264002,CORNILLAC (REMUZAT),CORNILLAC,V531,1992-08-01 00:00:00,2021-04-01 00:00:00,3,475,44.431666666666665,5.367
26264003,REMUZAT (REMUZAT-SPC),SPC-222-RÃ©muzat,V531,2004-08-01 00:00:00,,5,460,44.41166666666667,5.3533333333333335
26273002,ROCHEFORT-SAMSON (ROCHEFORT-SAMSON_SAPC),LA-RAPINIERE,W341,1984-09-01 00:00:00,,2,368,44.99066666666667,5.165166666666667
26281001,ROMANS-SUR-ISERE (ROMANS_SAPC),LYCEE-HORTICOLE,W342,1990-06-01 00:00:00,,2,156,45.05016666666667,4.998666666666667
26290002,SAINT-AGNAN-EN-VERCORS (COL DE ROUSSET_SAPC),Beure,NR,2017-09-20 00:00:00,,2,1400,44.84166666666667,5.421666666666667
26290400,SAINT-AGNAN-EN-VERCORS (Col du Rousset),,V423,2001-12-28 00:00:00,2018-05-01 00:00:00,4,1260,44.83866666666667,5.406666666666666
26292001,SAINT-AUBAN-SUR-L'OUVEZE (ST-AUBAN-S-OUVE),VLGE,V601,1989-10-01 00:00:00,2002-05-31 00:00:00,3,625,44.29166666666666,5.415
26292002,SAINT-AUBAN-SUR-L'OUVEZE (ST-AUBAN-SUR-OUVEZE),LES MOURRES,V601,2002-05-01 00:00:00,,1,625,44.29483333333334,5.409833333333333
26295001,SAINT-BARTHELEMY-DE-VALS (ST-BARTHELEMY-V_SAPC),Villeneuve-Le Colombat,V361,1956-01-01 00:00:00,,2,203,45.17383333333333,4.9025
26298001,SAINT-CHRISTOPHE-ET-LE-LARIS (ST-CHRISTOPHE-L_SAPC),Le-Sauze,W351,1989-12-01 00:00:00,,2,452,45.22933333333334,5.071833333333333
26307001,SAINT-JEAN-EN-ROYANS (ST-JEAN-EN-ROYA),RTE-DE-LENTE,W334,1925-01-01 00:00:00,,2,308,45.009166666666665,5.2925
26313001,SAINT-MARCEL-LES-VALENCE (ST-MARCEL-LES-V-INRAE),DOM.-DE-GOTHERON,W354,1962-01-01 00:00:00,,3,190,44.98016666666667,4.931333333333333
